SO Description,CustCode,Dsg Ctg,Prod Ctg,PPC Delivery Period,Factory,Set Type,MS Qty,WS Qty,KT,Total Bag Bal,Bal To Prod Qty,Bal To Exp Qty,BalToMfg,CastBal
Mined Diamond Necklace Order,CUST0026,NECKLACE,MODERN DESIGN,Overdue,F2,WS/MS,9,30,10K92,235,486,36,228,86
LGD Pendant Collection,CUST0082,EARRING,VINTAGE STYLE,W32-2026,F9,WS,0,3,U18K,515,266,50,58,68
Mined Stone Ring Collection,CUST0049,RING,CLASSIC COLLECTION,W20-2026,F1,MS,10,0,PT95,361,458,110,299,95
Natural Diamond Bracelet,CUST0086,NECKLACE,CLASSIC COLLECTION,W14-2026,F10,MS,30,0,U18K,549,93,112,103,112
Natural Diamond Bangle Order,CUST0075,EARRING,FINE JEWELRY,Overdue,F1,WS/MS,16,19,U14K,325,446,165,156,83
Natural Stone Pendant,CUST0031,EAR PARTY,VINTAGE STYLE,Overdue,F1,MS,23,0,09KPT,604,93,168,289,99
Natural Stone Pendant,CUST0080,PENDANT,FASHION JEWELRY,Due,F1,WS,0,34,14K,539,371,202,127,105
Mined Stone Brooch Order,CUST0046,RING,FINE JEWELRY,To Check,F4,WS,0,35,U18K,780,222,148,38,135
Natural Diamond Anklet,CUST0009,NECK PIECE,BRIDAL COLLECTION,W41-2026,F9,MS,49,0,10K92,449,155,29,200,53
Natural Diamond Ring Order,CUST0050,RING BRIDAL,EVERYDAY WEAR,W20-2026,F2,WS,0,18,S925,288,190,89,195,185
LGD Halo Ring Order,CUST0013,RING,VINTAGE STYLE,W49-2026,F1,WS,0,36,14K,829,452,185,352,159
LGD Diamond Bangle,CUST0086,BRACELET,CLASSIC COLLECTION,Overdue,F1,MS,11,0,S925,111,0,202,345,91
Natural Diamond Ring Order,CUST0016,RING,FASHION JEWELRY,W27-2026,F2,MS,4,0,U09K,278,434,242,317,50
Natural Diamond Anklet,CUST0088,BOLO BRACELET,LUXURY LINE,Due,F3,WS,0,34,U18K,825,180,132,83,93
Mined Stone Ring Collection,CUST0088,NECKLACE,BRIDAL COLLECTION,W12-2026,F1,WS/MS,6,1,S928,978,458,263,337,75
Natural Diamond Bracelet,CUST0007,BANGLE,FINE JEWELRY,Overdue,F3,WS,0,25,PT95,963,231,300,16,86
LGD Solitaire Engagement Ring,CUST0057,RING,STATEMENT PIECES,W25-2026,F1,WS/MS,1,13,PT95,815,80,224,345,198
LGD Diamond Earring Set,CUST0049,EARRING,EVERYDAY WEAR,Overdue,F10,WS,0,29,09KPT,279,316,184,94,137
LGD Halo Ring Order,CUST0036,BRACELET,MODERN DESIGN,Due,F10,WS/MS,14,17,09K92,730,376,94,229,46
LGD Halo Ring Order,CUST0060,BRACELET,BRIDAL COLLECTION,W46-2026,F1,WS,0,12,U09K,784,311,104,307,128
Mined Diamond Bridal Set,CUST0087,PENDANT,LUXURY LINE,W25-2026,F9,WS,0,12,U18K,783,66,124,282,157
LGD Diamond Necklace,CUST0010,BRACELET,STATEMENT PIECES,W17-2026,F4,WS,0,44,09K,487,423,255,40,32
Natural Stone Pendant,CUST0034,NECKLACE,MODERN DESIGN,Due,F3,WS,0,50,S930,788,242,211,131,164
LGD Bridal Set Order,CUST0078,ANKLET,LUXURY LINE,W15-2026,F9,MS,11,0,U09K,702,499,283,192,49
LGD Eternity Ring,CUST0032,NECK PIECE,FINE JEWELRY,W34-2026,F4,MS,28,0,14K,281,175,178,117,125
LGD Diamond Bangle,CUST0001,RING BRIDAL,MODERN DESIGN,W21-2026,F9,WS,0,34,09KPT,318,284,214,245,176
Mined Stone Ring Collection,CUST0046,RING BRIDAL,VINTAGE STYLE,W37-2026,F9,MS,7,0,09K,17,317,26,267,195
Mined Diamond Bridal Set,CUST0070,RING BRIDAL,EVERYDAY WEAR,To Check,F1,MS,16,0,18K,420,176,20,135,50
Natural Diamond Bangle Order,CUST0005,ANKLET,FINE JEWELRY,W29-2026,F1,WS,0,23,10K,817,198,128,252,56
Mined Stone Ring Collection,CUST0056,PENDANT,CLASSIC COLLECTION,W15-2026,F3,MS,16,0,S930,621,388,193,306,151
Mined Diamond Bridal Set,CUST0050,EARRING,EVERYDAY WEAR,W46-2026,F9,MS,13,0,U10K,660,199,69,288,100
LGD Diamond Ring Order,CUST0057,EARRING,FASHION JEWELRY,Overdue,F9,WS,0,22,09K,300,248,257,379,128
Mined Diamond Necklace Order,CUST0005,RING BRIDAL,MODERN DESIGN,Due,F3,MS,33,0,U09K,733,447,186,245,65
LGD Tennis Bracelet Order,CUST0053,RING BRIDAL,STATEMENT PIECES,W41-2026,F3,WS,0,48,18K,194,132,134,302,32
Natural Stone Pendant,CUST0023,RING,STATEMENT PIECES,W47-2026,F3,MS,18,0,10K,96,355,219,337,107
LGD Diamond Bangle,CUST0090,ANKLET,LUXURY LINE,Due,F2,WS,0,33,U14K,199,284,223,159,13
LGD Diamond Ring Order,CUST0005,BANGLE,MODERN DESIGN,W09-2026,F9,MS,27,0,BRASS,615,385,163,157,149
Mined Stone Brooch Order,CUST0087,RING BRIDAL,BRIDAL COLLECTION,Overdue,F4,MS,3,0,18K,104,483,141,103,67
LGD Diamond Earring Set,CUST0060,NECKLACE,LUXURY LINE,W30-2026,F2,MS,47,0,S925,800,165,256,343,188
LGD Diamond Bangle,CUST0030,NECKLACE,FINE JEWELRY,W09-2026,F1,MS,9,0,U14K,810,111,63,211,106
LGD Diamond Earring Set,CUST0081,RING,FASHION JEWELRY,Due,F9,MS,8,0,10K,883,307,231,282,38
Mined Diamond Bridal Set,CUST0050,EARRING,MODERN DESIGN,Overdue,F2,MS,5,0,09K,874,423,38,56,7
LGD Diamond Earring Set,CUST0015,BANGLE,LUXURY LINE,W16-2026,F9,WS/MS,17,8,18K,740,243,30,167,91
Natural Diamond Bangle Order,CUST0098,NECKLACE,VINTAGE STYLE,W45-2026,F9,MS,43,0,10K,570,36,211,288,79
Natural Diamond Bangle Order,CUST0069,NECK PIECE,MODERN DESIGN,W05-2026,F3,MS,46,0,10K92,751,455,218,79,95
Natural Diamond Anklet,CUST0042,RING BRIDAL,VINTAGE STYLE,W41-2026,F1,WS/MS,28,1,09KPT,864,168,84,45,38
LGD Halo Ring Order,CUST0020,EARRING,VINTAGE STYLE,W29-2026,F10,WS,0,17,U10K,595,155,37,389,62
Mined Diamond Necklace Order,CUST0043,BROOCH,EVERYDAY WEAR,W28-2026,F10,WS/MS,5,4,S925,147,218,261,255,179
Natural Stone Pendant,CUST0038,EARRING,BRIDAL COLLECTION,W20-2026,F1,MS,12,0,S928,803,104,244,197,8
Mined Stone Earring Set,CUST0051,RING,VINTAGE STYLE,W11-2026,F10,MS,47,0,09K92,517,8,147,23,155
LGD Diamond Bangle,CUST0033,RING,MODERN DESIGN,W05-2026,F4,MS,22,0,10K,449,99,254,366,97
Natural Stone Pendant,CUST0088,RING,FASHION JEWELRY,W35-2026,F2,WS,0,32,U14K,994,328,242,136,63
Natural Diamond Bangle Order,CUST0022,RING BRIDAL,LUXURY LINE,W27-2026,F9,WS,0,34,10K92,683,60,270,178,59
LGD Diamond Necklace,CUST0039,RING BRIDAL,EVERYDAY WEAR,W34-2026,F9,MS,28,0,U18K,70,457,53,261,134
LGD Diamond Necklace,CUST0011,NECKLACE,MODERN DESIGN,W39-2026,F10,MS,13,0,10K92,135,372,5,56,43
Natural Diamond Anklet,CUST0081,NECKLACE,FINE JEWELRY,W17-2026,F10,WS/MS,14,13,S930,235,489,230,117,63
LGD Pendant Collection,CUST0047,BRACELET,BRIDAL COLLECTION,W16-2026,F4,WS/MS,1,22,14K92,528,167,177,198,190
Natural Diamond Bangle Order,CUST0021,EARRING,STATEMENT PIECES,W44-2026,F4,WS,0,26,S925,328,285,209,314,125
LGD Diamond Ring Order,CUST0036,PENDANT,FINE JEWELRY,To Check,F1,WS,0,6,U09K,491,195,151,88,36
LGD Pendant Collection,CUST0001,RING,VINTAGE STYLE,W38-2026,F2,MS,16,0,U09K,490,153,70,163,6
Natural Diamond Ring Order,CUST0084,RING,STATEMENT PIECES,Overdue,F3,WS,0,50,BRASS,563,186,272,324,146
Mined Diamond Necklace Order,CUST0035,RING,EVERYDAY WEAR,W34-2026,F2,MS,14,0,10K92,336,431,146,234,36
LGD Diamond Earring Set,CUST0011,BOLO BRACELET,FASHION JEWELRY,W24-2026,F3,WS/MS,11,26,09K92,528,476,96,344,86
LGD Diamond Ring Order,CUST0008,BOLO BRACELET,FINE JEWELRY,W44-2026,F2,WS/MS,2,25,BRASS,701,445,193,282,37
LGD Diamond Earring Set,CUST0088,RING,VINTAGE STYLE,W07-2026,F9,MS,34,0,S925,276,42,157,248,86
LGD Bridal Set Order,CUST0030,RING,VINTAGE STYLE,Overdue,F2,WS,0,19,09K,546,325,163,400,196
Mined Diamond Bridal Set,CUST0079,RING,MODERN DESIGN,W18-2026,F9,MS,19,0,14K92,386,387,211,315,198
LGD Bridal Set Order,CUST0027,RING,VINTAGE STYLE,W34-2026,F1,WS/MS,10,16,PT95,57,256,76,339,186
LGD Eternity Ring,CUST0085,EARRING,STATEMENT PIECES,W23-2026,F9,MS,15,0,S928,550,342,207,104,179
Mined Stone Earring Set,CUST0050,ANKLET,EVERYDAY WEAR,W49-2026,F3,MS,8,0,S930,455,84,77,104,60
LGD Diamond Earring Set,CUST0003,EARRING,FINE JEWELRY,W35-2026,F1,WS/MS,7,10,09KPT,126,138,73,147,186
Mined Stone Brooch Order,CUST0098,RING BRIDAL,BRIDAL COLLECTION,W28-2026,F1,MS,3,0,09KPT,571,173,298,199,105
LGD Halo Ring Order,CUST0086,RING,LUXURY LINE,Overdue,F4,WS/MS,7,3,09K92,617,29,61,170,92
Mined Stone Earring Set,CUST0083,EARRING,EVERYDAY WEAR,W45-2026,F1,MS,4,0,U09K,27,239,270,195,162
Mined Diamond Necklace Order,CUST0012,NECKLACE,FINE JEWELRY,Due,F3,MS,33,0,U10K,88,321,232,398,200
Mined Stone Ring Collection,CUST0071,RING,MODERN DESIGN,Due,F3,MS,13,0,U14K,423,356,32,207,94
Mined Diamond Necklace Order,CUST0065,RING,CLASSIC COLLECTION,W26-2026,F9,WS,0,46,U18K,188,407,184,136,193
Natural Diamond Ring Order,CUST0096,BANGLE,BRIDAL COLLECTION,W07-2026,F4,MS,11,0,14K,194,480,230,295,184
LGD Solitaire Engagement Ring,CUST0025,RING,FINE JEWELRY,W49-2026,F1,MS,1,0,14K,363,385,39,385,137
Mined Diamond Necklace Order,CUST0035,RING BRIDAL,FINE JEWELRY,W12-2026,F9,WS/MS,7,9,U09K,144,136,7,138,145
LGD Diamond Ring Order,CUST0091,NECK PIECE,CLASSIC COLLECTION,W18-2026,F2,MS,39,0,PT95,832,133,211,299,29
Mined Stone Ring Collection,CUST0087,RING,FINE JEWELRY,W43-2026,F2,MS,34,0,U18K,761,305,26,337,94
Mined Diamond Bridal Set,CUST0079,RING,STATEMENT PIECES,W04-2026,F3,WS/MS,4,11,BRASS,237,94,218,356,148
LGD Tennis Bracelet Order,CUST0042,RING BRIDAL,CLASSIC COLLECTION,W10-2026,F3,MS,38,0,BRASS,524,173,64,320,63
Mined Stone Brooch Order,CUST0091,RING BRIDAL,LUXURY LINE,W47-2026,F9,MS,21,0,U18K,569,213,283,151,46
Natural Diamond Ring Order,CUST0055,BRACELET,STATEMENT PIECES,W24-2026,F9,MS,27,0,U14K,905,125,146,380,164
Mined Diamond Necklace Order,CUST0009,NECKLACE,FINE JEWELRY,W24-2026,F3,MS,28,0,S928,499,466,275,184,68
Mined Stone Brooch Order,CUST0011,RING,LUXURY LINE,W43-2026,F3,MS,30,0,18K,876,45,142,52,166
LGD Solitaire Engagement Ring,CUST0004,NECKLACE,MODERN DESIGN,Overdue,F9,MS,4,0,09K,377,320,134,29,41
Natural Diamond Anklet,CUST0060,RING BRIDAL,FASHION JEWELRY,W45-2026,F9,WS,0,48,PT95,640,137,104,12,91
LGD Tennis Bracelet Order,CUST0043,PENDANT,FASHION JEWELRY,W11-2026,F9,MS,21,0,U18K,956,466,5,132,127
Mined Stone Earring Set,CUST0084,EARRING,BRIDAL COLLECTION,Overdue,F3,MS,40,0,BRASS,21,134,129,3,158
Mined Stone Earring Set,CUST0011,RING,CLASSIC COLLECTION,Overdue,F2,WS,0,2,09K92,370,424,233,120,58
LGD Eternity Ring,CUST0039,RING,BRIDAL COLLECTION,Due,F1,WS/MS,29,21,U18K,293,500,127,334,47
Mined Stone Earring Set,CUST0040,RING,BRIDAL COLLECTION,Due,F10,MS,27,0,09KPT,813,367,92,166,142
Mined Stone Ring Collection,CUST0067,RING BRIDAL,EVERYDAY WEAR,Due,F9,MS,18,0,U09K,398,5,133,183,173
LGD Diamond Earring Set,CUST0034,RING,BRIDAL COLLECTION,W22-2026,F1,WS/MS,6,5,10K,472,128,128,35,145
Natural Diamond Bracelet,CUST0082,RING,MODERN DESIGN,W26-2026,F2,MS,6,0,U14K,410,206,280,316,120
Natural Diamond Ring Order,CUST0039,EARRING,BRIDAL COLLECTION,W31-2026,F10,MS,49,0,10K92,308,117,138,154,12
LGD Diamond Earring Set,CUST0063,EAR PARTY,STATEMENT PIECES,Due,F10,WS/MS,6,28,U18K,426,261,31,394,147
Natural Diamond Ring Order,CUST0097,PENDANT,EVERYDAY WEAR,W28-2026,F3,MS,28,0,09K,131,173,5,180,127
LGD Solitaire Engagement Ring,CUST0066,NECKLACE,BRIDAL COLLECTION,To Check,F10,MS,34,0,U10K,79,447,32,386,194
LGD Diamond Ring Order,CUST0020,RING BRIDAL,LUXURY LINE,W33-2026,F10,WS,0,31,09K92,548,468,19,12,125
LGD Bridal Set Order,CUST0068,RING BRIDAL,MODERN DESIGN,Due,F10,WS,0,30,10K,566,485,201,52,126
Natural Diamond Bangle Order,CUST0065,NECKLACE,MODERN DESIGN,W24-2026,F9,MS,5,0,14K,768,21,26,124,160
Natural Diamond Ring Order,CUST0052,RING BRIDAL,STATEMENT PIECES,W09-2026,F9,WS,0,6,18K,832,230,81,157,119
Natural Stone Pendant,CUST0091,PENDANT,MODERN DESIGN,Due,F3,MS,3,0,09K92,531,312,63,381,42
LGD Bridal Set Order,CUST0008,BANGLE,LUXURY LINE,To Check,F3,MS,23,0,09K92,497,204,214,264,132
LGD Diamond Ring Order,CUST0011,BANGLE,FASHION JEWELRY,To Check,F4,MS,41,0,09KPT,75,86,175,45,23
LGD Tennis Bracelet Order,CUST0058,RING,FINE JEWELRY,W42-2026,F4,WS,0,1,14K92,141,323,219,101,173
Mined Diamond Necklace Order,CUST0011,EARRING,STATEMENT PIECES,W49-2026,F3,WS,0,3,U18K,786,356,252,292,187
LGD Bridal Set Order,CUST0097,EARRING,STATEMENT PIECES,W02-2026,F1,WS,0,12,14K92,370,350,217,305,40
Natural Diamond Bangle Order,CUST0050,NECKLACE,VINTAGE STYLE,W16-2026,F1,WS,0,34,U14K,288,80,237,240,105
LGD Tennis Bracelet Order,CUST0082,BRACELET,CLASSIC COLLECTION,W19-2026,F1,WS,0,30,09KPT,456,427,247,246,155
Natural Diamond Ring Order,CUST0039,NECKLACE,FASHION JEWELRY,W11-2026,F9,WS/MS,15,10,10K92,896,383,266,124,105
Mined Stone Earring Set,CUST0038,PENDANT,EVERYDAY WEAR,Overdue,F9,WS,0,8,10K92,449,165,59,238,120
LGD Diamond Bangle,CUST0037,NECKLACE,VINTAGE STYLE,W22-2026,F4,MS,26,0,S925,436,268,183,15,39
Natural Stone Pendant,CUST0070,RING,MODERN DESIGN,Due,F2,WS,0,33,14K,898,363,116,196,188
Natural Diamond Anklet,CUST0060,RING BRIDAL,EVERYDAY WEAR,W27-2026,F1,MS,32,0,09K,124,88,128,343,128
Mined Stone Earring Set,CUST0099,EARRING,BRIDAL COLLECTION,W03-2026,F2,WS,0,26,18K,247,381,242,43,107
LGD Halo Ring Order,CUST0077,RING BRIDAL,CLASSIC COLLECTION,W04-2026,F1,WS,0,40,10K92,936,332,274,151,187
Mined Diamond Necklace Order,CUST0093,RING,VINTAGE STYLE,W14-2026,F10,MS,28,0,S930,397,287,115,137,24
Mined Stone Brooch Order,CUST0006,PENDANT,FASHION JEWELRY,W48-2026,F3,MS,32,0,18K,516,27,279,40,16
Natural Diamond Anklet,CUST0075,BRACELET,LUXURY LINE,W02-2026,F3,MS,24,0,BRASS,997,329,246,155,33
Natural Diamond Ring Order,CUST0085,RING BRIDAL,EVERYDAY WEAR,W10-2026,F3,MS,44,0,09K,700,109,156,80,184
LGD Solitaire Engagement Ring,CUST0035,RING,LUXURY LINE,W20-2026,F3,MS,5,0,U10K,95,326,281,151,102
Mined Diamond Bridal Set,CUST0082,RING,EVERYDAY WEAR,W35-2026,F9,MS,50,0,10K,225,164,186,131,164
Natural Diamond Bangle Order,CUST0013,EAR PARTY,VINTAGE STYLE,W07-2026,F4,MS,44,0,U10K,790,282,281,290,198
Mined Diamond Necklace Order,CUST0050,RING,VINTAGE STYLE,W52-2026,F2,WS,0,40,09KPT,494,71,32,327,92
Mined Stone Brooch Order,CUST0006,ANKLET,LUXURY LINE,Due,F1,MS,25,0,U14K,94,244,152,373,76
LGD Diamond Bangle,CUST0003,RING BRIDAL,FASHION JEWELRY,W02-2026,F1,WS,0,33,S928,134,279,194,13,90
LGD Pendant Collection,CUST0096,RING BRIDAL,VINTAGE STYLE,W46-2026,F2,MS,13,0,09K92,935,80,274,274,104
LGD Halo Ring Order,CUST0037,BANGLE,FINE JEWELRY,Due,F4,MS,30,0,18K,729,138,249,143,10
LGD Halo Ring Order,CUST0078,RING BRIDAL,STATEMENT PIECES,W44-2026,F2,MS,22,0,S925,898,315,163,55,75
Mined Stone Brooch Order,CUST0014,EARRING,BRIDAL COLLECTION,W08-2026,F10,WS,0,50,S928,866,313,291,56,52
Natural Diamond Bangle Order,CUST0026,RING BRIDAL,EVERYDAY WEAR,W06-2026,F4,WS,0,32,U18K,551,161,189,119,138
Natural Diamond Bracelet,CUST0080,RING BRIDAL,CLASSIC COLLECTION,Due,F9,WS,0,30,U10K,292,452,11,358,124
LGD Solitaire Engagement Ring,CUST0012,RING,VINTAGE STYLE,To Check,F10,MS,4,0,09KPT,515,10,213,39,20
Mined Diamond Necklace Order,CUST0055,BANGLE,VINTAGE STYLE,Overdue,F2,MS,11,0,S928,36,179,38,29,192
LGD Diamond Earring Set,CUST0067,PENDANT,FASHION JEWELRY,W29-2026,F9,WS,0,33,U18K,141,177,45,284,101
Mined Stone Earring Set,CUST0066,NECKLACE,EVERYDAY WEAR,W48-2026,F9,MS,10,0,09K92,21,366,92,302,31
Natural Diamond Anklet,CUST0087,RING BRIDAL,EVERYDAY WEAR,Overdue,F3,MS,12,0,18K,26,483,74,241,194
LGD Bridal Set Order,CUST0066,EARRING,FASHION JEWELRY,W38-2026,F4,MS,40,0,09K,779,499,166,255,64
Natural Diamond Anklet,CUST0100,RING,VINTAGE STYLE,Due,F1,MS,46,0,U18K,417,437,247,70,60
Mined Stone Earring Set,CUST0072,RING BRIDAL,FINE JEWELRY,W19-2026,F10,WS,0,45,10K92,425,397,23,56,6
Mined Diamond Necklace Order,CUST0081,BANGLE,FASHION JEWELRY,W27-2026,F2,WS,0,24,U18K,119,440,72,176,27
Natural Diamond Anklet,CUST0031,PENDANT,STATEMENT PIECES,W52-2026,F1,WS/MS,24,1,18K,375,70,0,274,179
Mined Stone Brooch Order,CUST0013,RING BRIDAL,FINE JEWELRY,W29-2026,F2,WS,0,38,U14K,715,303,171,100,80
Mined Stone Brooch Order,CUST0092,RING,STATEMENT PIECES,W35-2026,F9,WS,0,24,18K,312,38,265,336,100
Natural Diamond Bracelet,CUST0064,RING BRIDAL,STATEMENT PIECES,W23-2026,F9,MS,12,0,PT95,828,227,258,399,132
Natural Stone Pendant,CUST0074,NECKLACE,BRIDAL COLLECTION,W19-2026,F9,MS,35,0,S930,787,77,29,203,194
Natural Diamond Bangle Order,CUST0041,BANGLE,VINTAGE STYLE,W05-2026,F4,MS,10,0,18K,406,412,94,254,104
LGD Pendant Collection,CUST0087,RING,FASHION JEWELRY,W29-2026,F9,MS,35,0,10K,24,220,275,186,122
LGD Eternity Ring,CUST0005,BRACELET,VINTAGE STYLE,W48-2026,F4,MS,45,0,09K92,267,454,60,229,38
LGD Diamond Necklace,CUST0026,EARRING,BRIDAL COLLECTION,Due,F2,WS,0,50,09K92,581,486,76,345,24
LGD Diamond Ring Order,CUST0041,EARRING,CLASSIC COLLECTION,W31-2026,F2,MS,34,0,BRASS,794,293,277,96,10
Mined Diamond Bridal Set,CUST0050,RING,BRIDAL COLLECTION,W25-2026,F1,WS,0,24,PT95,867,442,252,202,189
Natural Diamond Bracelet,CUST0003,EARRING,CLASSIC COLLECTION,Overdue,F4,MS,7,0,09KPT,956,246,249,240,12
LGD Pendant Collection,CUST0077,NECKLACE,BRIDAL COLLECTION,W45-2026,F1,MS,16,0,14K92,394,213,80,177,152
Natural Diamond Anklet,CUST0077,RING,BRIDAL COLLECTION,W02-2026,F3,WS,0,27,18K,981,246,140,354,55
LGD Eternity Ring,CUST0056,BRACELET,MODERN DESIGN,W02-2026,F2,MS,30,0,18K,442,3,148,195,125
LGD Pendant Collection,CUST0093,NECKLACE,BRIDAL COLLECTION,W08-2026,F3,WS,0,34,18K,534,228,97,20,151
LGD Tennis Bracelet Order,CUST0033,RING BRIDAL,BRIDAL COLLECTION,W24-2026,F9,WS,0,8,10K,753,346,4,346,15
LGD Diamond Necklace,CUST0053,PENDANT,CLASSIC COLLECTION,W45-2026,F2,WS,0,35,U18K,190,377,98,340,198
Mined Diamond Bridal Set,CUST0053,NECKLACE,FASHION JEWELRY,W22-2026,F1,MS,6,0,U09K,10,128,189,243,19
Mined Stone Earring Set,CUST0069,PENDANT,BRIDAL COLLECTION,To Check,F1,MS,26,0,09KPT,438,64,9,302,66
Natural Diamond Bangle Order,CUST0021,RING,LUXURY LINE,Overdue,F3,WS,0,12,PT95,476,115,185,306,185
Mined Stone Ring Collection,CUST0090,RING BRIDAL,EVERYDAY WEAR,W50-2026,F10,WS/MS,2,30,09KPT,244,94,283,73,144
Natural Stone Pendant,CUST0100,BRACELET,FINE JEWELRY,Due,F3,WS/MS,2,22,BRASS,807,252,158,25,163
LGD Diamond Earring Set,CUST0024,RING BRIDAL,BRIDAL COLLECTION,Due,F1,WS/MS,8,10,18K,119,52,262,117,87
Mined Stone Brooch Order,CUST0029,EARRING,MODERN DESIGN,Overdue,F2,WS,0,39,S930,404,361,139,158,152
LGD Diamond Necklace,CUST0014,RING,CLASSIC COLLECTION,W25-2026,F1,MS,40,0,S930,695,441,283,335,96
Mined Stone Ring Collection,CUST0077,BOLO BRACELET,VINTAGE STYLE,W34-2026,F4,WS,0,17,09K92,371,478,190,83,34
LGD Solitaire Engagement Ring,CUST0011,EARRING,STATEMENT PIECES,W38-2026,F4,WS,0,40,U14K,910,456,187,127,139
LGD Bridal Set Order,CUST0003,EARRING,STATEMENT PIECES,W23-2026,F3,MS,50,0,S930,859,239,61,365,2
Natural Diamond Bangle Order,CUST0074,BROOCH,CLASSIC COLLECTION,W44-2026,F1,MS,21,0,U10K,545,123,133,326,142
Natural Diamond Bangle Order,CUST0075,EARRING,MODERN DESIGN,Overdue,F2,WS,0,11,S928,753,230,264,230,112
Natural Stone Pendant,CUST0056,RING,STATEMENT PIECES,W42-2026,F3,WS,0,3,10K92,217,300,52,151,88
Mined Diamond Necklace Order,CUST0052,ANKLET,EVERYDAY WEAR,W30-2026,F9,WS/MS,30,6,09KPT,985,179,204,241,110
Mined Diamond Necklace Order,CUST0093,RING,BRIDAL COLLECTION,W41-2026,F10,WS,0,4,09K92,94,383,26,350,50
Mined Diamond Necklace Order,CUST0099,RING,FINE JEWELRY,W52-2026,F1,WS,0,36,10K92,340,41,44,44,133
LGD Pendant Collection,CUST0093,RING,MODERN DESIGN,W08-2026,F2,WS,0,26,14K,243,178,158,60,91
Mined Stone Earring Set,CUST0067,RING BRIDAL,FINE JEWELRY,Due,F9,MS,1,0,U10K,891,395,128,296,122
Natural Diamond Ring Order,CUST0041,RING,VINTAGE STYLE,W28-2026,F1,MS,26,0,14K,717,334,264,37,162
Mined Stone Earring Set,CUST0097,RING BRIDAL,LUXURY LINE,W22-2026,F3,MS,9,0,U18K,581,25,46,250,200
Natural Diamond Ring Order,CUST0089,EARRING,FINE JEWELRY,W06-2026,F3,MS,38,0,09KPT,178,476,160,323,114
LGD Diamond Bangle,CUST0007,EARRING,VINTAGE STYLE,W26-2026,F4,MS,23,0,S930,95,134,299,140,162
Mined Stone Ring Collection,CUST0005,EAR PARTY,CLASSIC COLLECTION,Due,F1,WS/MS,7,27,S925,3,32,46,379,141
Natural Diamond Bangle Order,CUST0080,BANGLE,VINTAGE STYLE,Due,F4,WS/MS,4,9,14K92,569,309,110,6,197
Mined Stone Brooch Order,CUST0100,RING,STATEMENT PIECES,W39-2026,F10,WS,0,2,09K92,56,376,1,342,155
Natural Stone Pendant,CUST0065,RING,VINTAGE STYLE,W33-2026,F9,MS,29,0,U18K,773,286,26,12,169
Natural Stone Pendant,CUST0028,RING,FASHION JEWELRY,Due,F2,WS,0,17,S925,432,273,82,334,134
LGD Solitaire Engagement Ring,CUST0082,BRACELET,FASHION JEWELRY,W52-2026,F1,MS,3,0,U14K,181,429,218,62,116
Mined Diamond Bridal Set,CUST0076,BOLO BRACELET,BRIDAL COLLECTION,W28-2026,F3,MS,42,0,PT95,738,367,101,304,98
LGD Bridal Set Order,CUST0079,BRACELET,VINTAGE STYLE,Due,F2,MS,45,0,09K,933,118,126,342,85
Mined Stone Ring Collection,CUST0041,RING,CLASSIC COLLECTION,Due,F10,MS,38,0,U18K,891,379,204,92,15
Mined Stone Ring Collection,CUST0044,BRACELET,CLASSIC COLLECTION,W12-2026,F3,WS,0,3,S928,220,343,229,144,78
LGD Diamond Ring Order,CUST0018,EARRING,FINE JEWELRY,W37-2026,F3,MS,50,0,BRASS,800,190,14,391,8
Natural Diamond Ring Order,CUST0084,BRACELET,MODERN DESIGN,W45-2026,F2,MS,15,0,PT95,735,39,258,330,185
LGD Eternity Ring,CUST0091,NECK PIECE,VINTAGE STYLE,W12-2026,F1,WS,0,49,09K,901,439,24,86,17
Mined Stone Brooch Order,CUST0051,NECK PIECE,STATEMENT PIECES,Due,F1,MS,20,0,U14K,173,451,58,59,94
LGD Bridal Set Order,CUST0052,ANKLET,VINTAGE STYLE,W29-2026,F3,MS,21,0,09K92,160,7,136,340,75
LGD Diamond Ring Order,CUST0062,EAR PARTY,MODERN DESIGN,W52-2026,F4,MS,15,0,14K,326,417,98,35,103
LGD Diamond Bangle,CUST0035,RING BRIDAL,STATEMENT PIECES,Overdue,F9,MS,3,0,10K92,396,292,148,192,88
LGD Bridal Set Order,CUST0028,RING BRIDAL,MODERN DESIGN,W12-2026,F4,WS,0,4,18K,800,323,155,130,42
Mined Stone Earring Set,CUST0061,RING BRIDAL,LUXURY LINE,W12-2026,F10,WS/MS,9,21,BRASS,383,245,190,216,173
Natural Diamond Bangle Order,CUST0005,EARRING,FINE JEWELRY,W17-2026,F4,MS,8,0,S925,551,37,156,171,49
LGD Diamond Necklace,CUST0081,RING BRIDAL,MODERN DESIGN,W52-2026,F1,MS,27,0,14K,615,115,251,374,192
Natural Diamond Anklet,CUST0006,EARRING,LUXURY LINE,W27-2026,F3,MS,47,0,U09K,419,271,227,369,153
LGD Bridal Set Order,CUST0001,RING BRIDAL,VINTAGE STYLE,W46-2026,F2,WS,0,32,U10K,288,400,212,344,4
Mined Stone Brooch Order,CUST0049,PENDANT,STATEMENT PIECES,W12-2026,F9,WS/MS,30,23,BRASS,432,256,251,195,72
Natural Diamond Anklet,CUST0008,RING,BRIDAL COLLECTION,W10-2026,F4,MS,5,0,PT95,42,205,247,147,105
