CustCode,Factory,BalToMfg
CUST0002,F10,250
CUST0071,F1,31
CUST0002,F2,228
CUST0056,F2,48
CUST0077,F1,349
CUST0046,F3,192
CUST0004,F10,57
CUST0022,F10,181
CUST0019,F1,125
CUST0020,F2,181
CUST0088,F10,58
CUST0100,F9,250
CUST0088,F3,78
CUST0060,F2,358
CUST0038,F2,266
CUST0004,F10,271
CUST0071,F1,156
CUST0057,F1,332
CUST0020,F2,101
CUST0090,F4,293
CUST0005,F3,362
CUST0025,F10,326
CUST0089,F1,36
CUST0049,F4,47
CUST0091,F4,222
CUST0033,F10,339
CUST0050,F3,239
CUST0012,F1,1
CUST0027,F2,183
CUST0006,F4,82
CUST0100,F1,0
CUST0046,F3,25
CUST0070,F3,134
CUST0074,F3,102
CUST0048,F3,322
CUST0003,F3,7
CUST0082,F9,249
CUST0052,F2,29
CUST0020,F9,247
CUST0060,F3,346
CUST0044,F9,96
CUST0093,F10,350
CUST0018,F4,213
CUST0011,F3,70
CUST0020,F4,314
CUST0091,F4,61
CUST0039,F3,72
CUST0094,F2,139
CUST0048,F4,378
CUST0022,F10,117
CUST0023,F1,358
CUST0054,F1,92
CUST0077,F1,56
CUST0075,F10,162
CUST0052,F2,301
CUST0007,F1,165
CUST0034,F1,39
CUST0034,F4,327
CUST0052,F4,292
CUST0037,F2,219
CUST0096,F4,94
CUST0047,F1,46
CUST0059,F10,236
CUST0037,F4,153
CUST0055,F10,62
CUST0008,F2,16
CUST0054,F1,28
CUST0017,F4,176
CUST0084,F1,96
CUST0023,F1,300
CUST0053,F9,24
CUST0074,F4,90
CUST0053,F4,379
CUST0023,F1,166
CUST0044,F2,225
CUST0064,F2,370
CUST0028,F9,298
CUST0073,F3,257
CUST0087,F10,254
CUST0088,F1,285
CUST0008,F1,266
CUST0073,F10,129
CUST0088,F2,307
CUST0017,F3,365
CUST0061,F2,376
CUST0063,F2,26
CUST0038,F2,242
CUST0034,F9,91
CUST0057,F2,144
CUST0086,F1,281
CUST0070,F4,205
CUST0073,F9,137
CUST0076,F1,100
CUST0015,F3,113
CUST0054,F3,342
CUST0017,F3,11
CUST0051,F3,145
CUST0038,F4,229
CUST0027,F10,291
CUST0010,F3,154
CUST0018,F9,13
CUST0009,F10,140
CUST0018,F4,190
CUST0078,F10,91
CUST0084,F1,15
CUST0009,F1,75
CUST0046,F2,392
CUST0069,F10,370
CUST0034,F1,255
CUST0071,F3,190
CUST0017,F2,260
CUST0032,F9,195
CUST0050,F2,345
CUST0095,F10,6
CUST0067,F2,170
CUST0059,F3,378
CUST0078,F2,315
CUST0099,F2,333
CUST0001,F9,345
CUST0092,F9,176
CUST0093,F3,258
CUST0098,F4,343
CUST0041,F1,205
CUST0038,F3,43
CUST0026,F10,138
CUST0099,F1,17
CUST0090,F10,24
CUST0004,F10,376
CUST0075,F10,136
CUST0081,F3,235
CUST0036,F10,68
CUST0034,F9,382
CUST0044,F9,283
CUST0084,F10,33
CUST0032,F4,328
CUST0052,F4,167
CUST0069,F2,145
CUST0005,F9,270
CUST0083,F10,223
CUST0059,F10,210
CUST0033,F1,371
CUST0029,F10,129
CUST0011,F2,228
CUST0047,F1,47
CUST0055,F2,6
CUST0036,F10,399
CUST0038,F9,53
CUST0025,F2,369
CUST0074,F2,326
CUST0003,F3,254
CUST0074,F1,129
CUST0068,F9,280
CUST0094,F9,143
CUST0032,F9,361
CUST0005,F9,65
CUST0022,F9,88
CUST0005,F4,212
CUST0055,F1,297
CUST0021,F9,150
CUST0072,F3,314
CUST0099,F2,286
CUST0036,F10,8
CUST0091,F2,300
CUST0096,F9,4
CUST0100,F2,185
CUST0042,F1,9
CUST0054,F2,117
CUST0008,F10,266
CUST0054,F9,60
CUST0096,F1,217
CUST0002,F1,363
CUST0071,F3,247
CUST0016,F10,33
CUST0083,F10,35
CUST0025,F9,32
CUST0040,F9,323
CUST0096,F9,340
CUST0016,F2,314
CUST0097,F4,51
CUST0040,F2,98
CUST0039,F2,382
CUST0025,F1,295
CUST0056,F9,190
CUST0052,F10,353
CUST0076,F9,181
CUST0040,F9,154
CUST0047,F1,223
CUST0001,F9,161
CUST0099,F2,339
CUST0100,F9,172
CUST0015,F3,163
CUST0013,F3,106
CUST0008,F1,130
CUST0078,F1,225
CUST0037,F4,356
CUST0099,F10,286
CUST0032,F1,303
CUST0087,F2,384
CUST0098,F4,58
CUST0052,F3,157
CUST0063,F3,9
CUST0050,F9,384
CUST0007,F2,350
CUST0088,F2,234
CUST0074,F10,324
CUST0079,F2,299
CUST0073,F4,231
CUST0048,F2,214
CUST0092,F9,353
CUST0049,F4,52
CUST0010,F1,203
CUST0048,F1,344
CUST0054,F10,80
CUST0100,F3,5
CUST0056,F4,176
CUST0018,F3,179
CUST0094,F3,239
CUST0006,F1,337
CUST0017,F1,320
CUST0079,F9,17
CUST0050,F3,266
CUST0095,F3,348
CUST0034,F1,26
CUST0089,F2,349
CUST0053,F2,160
CUST0089,F9,349
CUST0007,F1,2
CUST0002,F4,348
CUST0025,F10,111
CUST0084,F3,362
CUST0010,F9,318
CUST0059,F1,168
CUST0003,F3,363
CUST0016,F1,257
CUST0088,F9,98
CUST0090,F9,363
CUST0088,F9,283
CUST0094,F10,204
CUST0058,F1,111
CUST0030,F4,295
CUST0016,F4,253
CUST0020,F2,145
CUST0074,F9,208
CUST0088,F3,400
CUST0053,F10,248
CUST0092,F4,235
CUST0078,F4,54
CUST0060,F10,12
CUST0079,F1,145
CUST0082,F10,340
CUST0066,F2,363
CUST0005,F4,143
CUST0018,F2,181
CUST0079,F4,113
CUST0017,F4,186
CUST0009,F9,156
CUST0065,F4,164
CUST0032,F9,323
CUST0031,F4,155
CUST0002,F9,124
CUST0033,F10,115
CUST0015,F2,285
CUST0002,F10,387
CUST0008,F1,29
CUST0044,F1,289
CUST0003,F1,345
CUST0007,F9,245
CUST0003,F10,133
CUST0002,F4,145
CUST0078,F9,56
CUST0015,F9,158
CUST0090,F4,144
CUST0012,F3,134
CUST0087,F3,157
CUST0058,F3,115
CUST0036,F2,7
CUST0079,F9,89
CUST0038,F1,219
CUST0014,F4,369
CUST0037,F3,16
CUST0041,F3,179
CUST0081,F2,321
CUST0050,F1,7
CUST0025,F10,374
CUST0099,F4,299
CUST0028,F9,209
CUST0019,F10,42
CUST0006,F1,159
CUST0055,F1,392
CUST0066,F2,366
CUST0040,F10,251
CUST0041,F10,280
CUST0090,F2,164
CUST0024,F3,114
CUST0026,F2,33
CUST0010,F1,165
CUST0032,F1,206
CUST0076,F1,168
CUST0089,F10,58
CUST0029,F10,203
CUST0100,F9,94
CUST0028,F3,261
CUST0062,F10,359
CUST0032,F4,169
CUST0083,F10,198
CUST0080,F2,317
CUST0063,F3,6
CUST0085,F9,308
CUST0099,F9,385
CUST0089,F2,139
CUST0059,F3,77
CUST0015,F3,180
CUST0036,F9,77
CUST0011,F10,338
CUST0060,F1,255
CUST0086,F4,296
CUST0044,F4,384
CUST0034,F2,158
CUST0040,F1,98
CUST0025,F10,185
CUST0056,F9,45
CUST0025,F2,278
CUST0023,F4,315
CUST0025,F9,305
CUST0046,F3,126
CUST0098,F10,227
CUST0095,F10,72
CUST0011,F4,197
CUST0028,F3,38
CUST0068,F3,366
CUST0075,F10,237
CUST0099,F3,263
CUST0098,F3,311
CUST0006,F2,245
CUST0049,F1,34
CUST0086,F10,63
CUST0023,F10,166
CUST0025,F2,142
CUST0023,F4,225
CUST0016,F9,180
CUST0014,F4,337
CUST0075,F2,80
CUST0056,F1,285
CUST0087,F2,291
CUST0088,F1,335
CUST0045,F9,331
CUST0028,F2,270
CUST0088,F9,125
CUST0097,F4,394
CUST0077,F3,385
CUST0049,F2,378
CUST0063,F10,248
CUST0065,F9,140
CUST0077,F9,192
CUST0090,F10,214
CUST0032,F9,19
CUST0033,F10,273
CUST0070,F9,195
CUST0062,F1,119
CUST0060,F2,253
CUST0005,F9,276
CUST0054,F4,347
CUST0044,F4,328
CUST0089,F2,269
CUST0038,F1,167
CUST0076,F2,136
CUST0039,F3,165
CUST0015,F3,352
CUST0016,F4,18
CUST0053,F3,242
CUST0044,F4,210
CUST0011,F1,85
CUST0018,F10,368
CUST0078,F4,234
CUST0045,F1,179
CUST0005,F10,207
CUST0039,F9,323
CUST0034,F1,333
CUST0011,F4,373
CUST0054,F10,217
CUST0054,F4,274
CUST0031,F4,298
CUST0048,F4,350
CUST0062,F10,184
CUST0067,F9,29
CUST0099,F4,222
CUST0067,F1,61
CUST0048,F3,283
CUST0051,F1,95
CUST0017,F3,353
CUST0001,F10,250
CUST0074,F2,197
CUST0038,F10,74
CUST0054,F2,141
CUST0029,F9,173
CUST0022,F3,69
CUST0018,F9,134
CUST0024,F9,178
CUST0040,F1,374
CUST0029,F1,238
CUST0001,F10,363
CUST0038,F10,288
CUST0004,F4,282
CUST0054,F9,366
CUST0018,F2,12
CUST0061,F3,115
CUST0039,F4,87
CUST0091,F4,290
CUST0035,F1,121
CUST0022,F3,223
CUST0023,F2,86
CUST0065,F4,81
CUST0089,F9,374
CUST0007,F10,67
CUST0036,F4,278
CUST0039,F9,391
CUST0062,F4,343
CUST0098,F4,322
CUST0030,F1,158
CUST0088,F2,21
CUST0032,F10,19
CUST0060,F10,211
CUST0092,F4,214
CUST0017,F9,172
CUST0082,F1,105
CUST0080,F2,204
CUST0067,F4,41
CUST0002,F3,94
CUST0087,F1,172
CUST0046,F3,300
CUST0018,F10,387
CUST0098,F4,79
CUST0076,F1,297
CUST0020,F1,263
CUST0008,F4,98
CUST0060,F10,232
CUST0074,F3,395
CUST0053,F2,122
CUST0040,F3,185
CUST0059,F10,313
CUST0060,F1,286
CUST0050,F3,12
CUST0014,F3,377
CUST0086,F9,162
CUST0045,F4,170
CUST0046,F10,379
CUST0075,F2,69
CUST0094,F1,196
CUST0002,F1,215
CUST0052,F1,25
CUST0047,F1,306
CUST0069,F10,400
CUST0099,F2,135
CUST0088,F3,67
CUST0095,F10,75
CUST0055,F9,186
CUST0090,F10,127
CUST0029,F4,77
CUST0020,F9,140
CUST0043,F4,143
CUST0055,F10,316
CUST0078,F4,277
CUST0029,F10,345
CUST0017,F10,4
CUST0083,F3,187
CUST0026,F1,339
CUST0091,F2,289
CUST0065,F4,72
CUST0020,F3,177
CUST0087,F9,200
CUST0049,F1,277
CUST0023,F3,308
CUST0051,F9,25
CUST0024,F2,331
CUST0038,F1,97
CUST0025,F10,272
CUST0007,F3,301
CUST0079,F1,364
CUST0088,F9,201
CUST0014,F3,249
CUST0064,F3,22
CUST0064,F4,182
CUST0093,F3,338
CUST0053,F10,185
CUST0020,F9,344
CUST0013,F2,354
CUST0054,F10,375
CUST0060,F3,356
CUST0004,F9,293
CUST0052,F1,232
CUST0093,F10,156
CUST0028,F2,335
CUST0045,F9,61
CUST0045,F1,330
CUST0069,F4,400
CUST0021,F3,279
CUST0036,F10,108
CUST0039,F4,357
CUST0079,F9,30
CUST0094,F10,329
CUST0033,F4,62
CUST0008,F2,347
CUST0062,F3,382
CUST0052,F10,51
CUST0041,F1,297
CUST0042,F4,295
CUST0093,F2,358
CUST0018,F10,41
CUST0029,F1,243
CUST0089,F9,46
CUST0092,F1,270
CUST0022,F1,25
CUST0051,F2,152
CUST0003,F4,83
CUST0080,F2,59
CUST0069,F4,279
CUST0048,F1,346
CUST0067,F3,329
CUST0079,F3,213
CUST0088,F4,63
CUST0055,F1,220
CUST0098,F3,85
CUST0034,F3,331
CUST0082,F10,267
CUST0057,F3,368
CUST0093,F10,353
CUST0070,F10,329
CUST0041,F4,39
CUST0100,F3,175
CUST0003,F3,379
CUST0085,F1,17
CUST0029,F4,228
CUST0002,F3,309
CUST0055,F2,297
CUST0060,F1,79
CUST0049,F2,94
CUST0028,F4,354
CUST0046,F9,5
CUST0090,F2,173
CUST0067,F1,377
CUST0070,F4,211
CUST0039,F10,139
CUST0015,F10,177
CUST0040,F4,332
CUST0083,F3,326
CUST0006,F10,231
CUST0031,F4,377
CUST0032,F3,101
CUST0002,F2,394
CUST0007,F1,348
CUST0081,F1,398
CUST0059,F4,201
CUST0099,F4,339
CUST0078,F10,118
CUST0018,F1,79
CUST0025,F10,385
CUST0065,F1,221
CUST0042,F3,106
CUST0074,F9,60
CUST0072,F1,376
CUST0031,F2,96
CUST0048,F10,304
CUST0100,F10,320
CUST0047,F3,92
CUST0023,F4,134
CUST0020,F2,372
CUST0021,F3,299
CUST0082,F1,360
CUST0006,F3,100
CUST0100,F9,398
CUST0078,F4,251
CUST0074,F9,381
CUST0054,F4,52
CUST0048,F3,371
CUST0020,F4,349
CUST0042,F3,234
CUST0027,F9,78
CUST0045,F4,305
CUST0084,F10,134
CUST0011,F3,119
CUST0012,F9,110
CUST0084,F4,307
CUST0089,F4,336
CUST0035,F2,98
CUST0096,F10,370
CUST0099,F9,2
CUST0045,F2,104
CUST0029,F3,338
CUST0078,F9,15
CUST0002,F1,255
CUST0039,F9,302
CUST0004,F4,228
CUST0072,F3,240
CUST0052,F10,127
CUST0051,F1,370
CUST0063,F2,358
CUST0058,F9,26
CUST0025,F9,337
CUST0095,F4,220
CUST0056,F9,30
CUST0030,F4,120
CUST0002,F1,206
CUST0025,F9,48
CUST0045,F4,161
CUST0012,F1,198
CUST0096,F2,141
CUST0016,F3,60
CUST0018,F4,125
CUST0095,F2,33
CUST0025,F1,49
CUST0072,F3,163
CUST0091,F10,315
CUST0044,F2,342
CUST0052,F3,127
CUST0050,F10,318
CUST0036,F3,283
CUST0073,F10,375
CUST0043,F3,11
CUST0005,F9,51
CUST0038,F9,71
CUST0029,F10,374
CUST0012,F1,234
CUST0040,F10,297
CUST0093,F3,114
CUST0062,F1,64
CUST0045,F3,208
CUST0061,F9,338
CUST0079,F9,348
CUST0006,F4,43
CUST0056,F10,70
CUST0059,F1,113
CUST0008,F1,310
CUST0096,F10,4
CUST0014,F10,341
CUST0004,F10,170
CUST0016,F10,318
CUST0039,F4,64
CUST0090,F9,141
CUST0020,F2,365
CUST0046,F3,187
CUST0077,F10,55
CUST0019,F3,99
CUST0037,F4,44
CUST0003,F9,381
CUST0084,F1,279
CUST0037,F2,335
CUST0046,F3,107
CUST0007,F3,139
CUST0083,F2,74
CUST0037,F3,1
CUST0031,F1,262
CUST0066,F4,121
CUST0083,F10,3
CUST0063,F9,222
CUST0079,F2,47
CUST0011,F3,49
CUST0003,F4,38
CUST0076,F1,160
CUST0044,F10,41
CUST0009,F10,101
CUST0073,F10,34
CUST0072,F3,129
CUST0015,F9,15
CUST0012,F3,132
CUST0013,F2,368
CUST0092,F2,292
CUST0079,F9,33
CUST0087,F2,344
CUST0043,F4,352
CUST0023,F4,263
CUST0050,F9,240
CUST0075,F1,198
CUST0092,F9,55
CUST0100,F9,187
CUST0098,F3,15
CUST0017,F1,397
CUST0006,F2,104
CUST0040,F2,92
CUST0078,F3,266
CUST0066,F2,301
CUST0079,F9,84
CUST0027,F9,203
CUST0034,F4,168
CUST0060,F4,5
CUST0022,F1,305
CUST0041,F3,241
CUST0015,F9,390
CUST0088,F1,241
CUST0036,F3,350
CUST0022,F3,158
CUST0006,F3,244
CUST0010,F2,276
CUST0061,F1,359
CUST0033,F10,95
CUST0075,F3,130
CUST0018,F2,210
CUST0004,F9,96
CUST0061,F4,38
CUST0092,F10,362
CUST0039,F9,324
CUST0091,F9,21
CUST0009,F10,117
CUST0077,F3,212
CUST0097,F2,156
CUST0011,F3,185
CUST0044,F3,94
CUST0099,F3,220
CUST0039,F2,84
CUST0087,F9,179
CUST0042,F3,307
CUST0081,F10,225
CUST0066,F9,207
CUST0075,F3,224
CUST0081,F9,102
CUST0026,F3,298
CUST0076,F3,179
CUST0035,F3,51
CUST0026,F4,247
CUST0045,F1,157
CUST0094,F4,143
CUST0076,F3,213
CUST0006,F2,248
CUST0044,F2,220
CUST0012,F2,15
CUST0094,F10,90
CUST0094,F10,244
CUST0033,F2,194
CUST0071,F3,182
CUST0052,F9,207
CUST0088,F4,171
CUST0055,F3,225
CUST0088,F4,51
CUST0053,F4,88
CUST0069,F10,32
CUST0040,F10,38
CUST0054,F9,239
CUST0056,F1,42
CUST0023,F2,376
CUST0025,F2,372
CUST0044,F4,239
CUST0096,F10,399
CUST0082,F9,86
CUST0055,F10,55
CUST0006,F10,275
CUST0049,F1,238
CUST0092,F9,188
CUST0074,F3,202
CUST0055,F2,132
CUST0046,F10,245
CUST0027,F2,53
CUST0082,F4,40
CUST0085,F3,242
CUST0001,F4,293
CUST0015,F9,257
CUST0013,F10,321
CUST0051,F1,157
CUST0009,F9,214
CUST0053,F4,57
CUST0052,F2,364
CUST0055,F9,395
CUST0062,F2,27
CUST0087,F2,249
CUST0075,F3,63
CUST0072,F9,177
CUST0015,F4,311
CUST0005,F9,301
CUST0013,F2,93
CUST0039,F2,206
CUST0025,F9,14
CUST0048,F2,97
CUST0090,F4,377
CUST0008,F3,351
CUST0040,F2,344
CUST0051,F4,185
CUST0039,F4,247
CUST0034,F2,249
CUST0030,F1,211
CUST0039,F4,81
CUST0088,F2,172
CUST0012,F2,287
CUST0062,F9,284
CUST0051,F2,209
CUST0045,F2,48
CUST0082,F1,79
CUST0087,F2,75
CUST0060,F3,4
CUST0091,F10,145
CUST0076,F9,127
CUST0088,F3,15
CUST0023,F10,221
CUST0071,F4,11
CUST0074,F3,376
CUST0049,F10,193
CUST0073,F9,8
CUST0081,F2,98
CUST0072,F1,16
CUST0057,F10,233
CUST0009,F4,143
CUST0003,F4,314
CUST0068,F3,111
CUST0003,F1,271
CUST0060,F3,74
CUST0045,F1,68
CUST0100,F10,261
CUST0039,F2,30
CUST0021,F4,358
CUST0020,F4,53
CUST0053,F2,12
CUST0006,F9,26
CUST0066,F2,175
CUST0010,F10,217
CUST0097,F10,132
CUST0037,F1,48
CUST0028,F4,366
CUST0001,F4,94
CUST0030,F4,200
CUST0009,F10,347
CUST0045,F9,375
CUST0040,F1,232
CUST0024,F3,214
CUST0098,F4,65
CUST0024,F2,190
CUST0078,F1,23
CUST0009,F4,190
CUST0035,F1,318
CUST0036,F10,284
CUST0088,F10,135
CUST0020,F1,65
CUST0093,F10,188
CUST0006,F10,258
CUST0032,F10,208
CUST0081,F10,244
CUST0017,F4,191
CUST0087,F2,166
CUST0062,F1,279
CUST0050,F4,133
CUST0063,F4,354
CUST0037,F9,129
CUST0025,F9,104
CUST0094,F4,107
CUST0028,F1,38
CUST0027,F4,33
CUST0097,F1,342
CUST0042,F1,181
CUST0087,F3,159
CUST0074,F4,127
CUST0013,F3,23
CUST0009,F4,302
CUST0051,F10,216
CUST0084,F4,275
CUST0076,F3,31
CUST0076,F10,306
CUST0031,F4,127
CUST0076,F2,20
CUST0021,F1,347
CUST0072,F2,166
CUST0060,F3,5
CUST0043,F3,310
CUST0055,F4,11
CUST0081,F9,296
CUST0019,F2,50
CUST0054,F4,110
CUST0080,F3,308
CUST0034,F3,188
CUST0053,F4,149
CUST0032,F3,76
CUST0035,F9,244
CUST0016,F3,90
CUST0080,F2,197
CUST0040,F4,36
CUST0058,F10,263
CUST0065,F2,345
CUST0078,F3,187
CUST0012,F1,13
CUST0077,F3,129
CUST0074,F3,380
CUST0090,F9,250
CUST0015,F1,36
CUST0064,F1,311
CUST0083,F1,78
CUST0012,F9,380
CUST0016,F2,72
CUST0028,F9,218
CUST0092,F2,140
CUST0078,F9,131
CUST0086,F10,30
CUST0063,F2,158
CUST0096,F9,41
CUST0002,F1,353
CUST0010,F1,313
CUST0014,F3,26
CUST0006,F1,61
CUST0044,F4,332
CUST0024,F3,184
CUST0074,F2,306
CUST0086,F3,117
CUST0100,F10,301
CUST0087,F3,183
CUST0073,F9,69
CUST0010,F1,24
CUST0019,F2,266
CUST0087,F1,68
CUST0097,F9,199
CUST0017,F9,273
CUST0094,F4,77
CUST0094,F3,123
CUST0029,F4,59
CUST0039,F10,293
CUST0023,F2,185
CUST0094,F1,173
CUST0081,F2,328
CUST0096,F10,167
CUST0071,F2,192
CUST0038,F1,60
CUST0079,F2,335
CUST0094,F9,50
CUST0067,F3,185
CUST0070,F2,191
CUST0001,F9,216
CUST0053,F10,65
CUST0094,F2,152
CUST0025,F9,7
CUST0053,F3,210
CUST0083,F3,350
CUST0037,F1,259
CUST0034,F9,358
CUST0016,F1,376
CUST0032,F4,219
CUST0083,F1,395
CUST0026,F10,388
CUST0023,F10,369
CUST0074,F4,264
CUST0013,F4,327
CUST0083,F2,182
CUST0079,F9,294
CUST0034,F9,183
CUST0065,F3,228
CUST0091,F9,78
CUST0028,F1,396
CUST0079,F4,193
CUST0037,F1,271
CUST0004,F2,395
CUST0024,F10,87
CUST0035,F10,375
CUST0090,F3,193
CUST0021,F3,147
CUST0033,F4,162
CUST0031,F3,160
CUST0057,F9,131
CUST0096,F4,53
CUST0044,F9,115
CUST0045,F10,188
CUST0073,F2,126
CUST0039,F1,233
CUST0091,F3,164
CUST0066,F3,55
CUST0032,F1,18
CUST0030,F10,381
CUST0024,F10,294
CUST0001,F10,65
CUST0007,F10,357
CUST0006,F4,190
CUST0052,F4,251
CUST0036,F1,114
CUST0025,F10,42
CUST0069,F2,390
CUST0061,F1,118
CUST0077,F10,339
CUST0027,F1,141
CUST0025,F3,273
CUST0069,F9,5
CUST0016,F2,226
CUST0045,F3,197
CUST0055,F1,157
CUST0043,F2,163
CUST0050,F10,83
CUST0064,F1,185
CUST0079,F10,107
CUST0002,F4,105
CUST0094,F9,218
CUST0081,F2,289
CUST0028,F10,388
CUST0031,F4,311
CUST0040,F1,95
CUST0021,F4,151
CUST0046,F3,38
CUST0099,F1,99
CUST0033,F1,271
CUST0059,F3,274
CUST0005,F3,238
CUST0033,F3,83
CUST0096,F10,164
CUST0092,F9,55
CUST0004,F4,345
CUST0028,F10,49
CUST0087,F10,309
CUST0032,F4,89
CUST0053,F9,231
CUST0073,F10,349
CUST0022,F3,132
CUST0029,F2,136
CUST0044,F3,78
CUST0026,F1,107
CUST0034,F1,69
CUST0050,F4,100
CUST0014,F2,101
CUST0050,F3,148
CUST0044,F4,133
CUST0055,F10,289
CUST0008,F1,191
CUST0044,F2,326
CUST0027,F9,285
CUST0051,F2,183
CUST0040,F9,160
CUST0005,F4,296
CUST0011,F9,359
CUST0062,F10,3
CUST0062,F10,12
CUST0054,F3,361
CUST0077,F3,168
CUST0094,F1,214
CUST0073,F2,165
CUST0001,F10,123
CUST0089,F10,338
CUST0013,F9,40
CUST0074,F9,270
CUST0030,F9,34
CUST0089,F9,129
CUST0074,F2,258
CUST0097,F4,228
CUST0026,F9,206
CUST0068,F9,39
CUST0079,F1,38
CUST0055,F1,26
CUST0028,F3,204
CUST0015,F9,328
CUST0094,F2,113
CUST0070,F10,83
CUST0004,F4,203
CUST0065,F10,20
CUST0079,F2,43
CUST0005,F2,25
CUST0089,F1,12
CUST0056,F9,215
CUST0046,F2,250
CUST0016,F2,234
CUST0086,F10,69
CUST0011,F3,193
CUST0063,F10,45
CUST0031,F9,309
CUST0095,F1,26
CUST0080,F1,260
CUST0092,F3,353
CUST0014,F9,86
CUST0020,F10,178
CUST0010,F3,177
CUST0044,F9,300
CUST0073,F9,218
CUST0077,F10,185
CUST0075,F9,223
CUST0031,F9,232
CUST0052,F9,156
CUST0072,F2,279
CUST0017,F10,301
CUST0030,F2,12
CUST0028,F10,105
CUST0015,F10,141
CUST0048,F9,277
CUST0066,F9,369
CUST0028,F4,75
CUST0089,F4,101
CUST0046,F3,338
CUST0006,F3,52
CUST0003,F1,371
CUST0023,F9,362
CUST0007,F2,24
CUST0020,F9,4
CUST0012,F4,335
CUST0095,F10,238
CUST0003,F9,314
CUST0029,F9,397
CUST0096,F10,288
CUST0014,F3,381
CUST0079,F3,285
CUST0003,F2,93
CUST0053,F4,253
CUST0010,F9,100
CUST0095,F9,76
CUST0064,F9,276
CUST0042,F10,38
CUST0039,F2,381
CUST0017,F4,312
CUST0034,F3,173
CUST0044,F9,173
CUST0060,F9,287
CUST0015,F2,48
CUST0095,F3,264
CUST0082,F1,311
CUST0081,F10,88
CUST0074,F4,212
CUST0038,F2,277
CUST0015,F4,132
CUST0060,F10,212
CUST0090,F10,388
CUST0059,F2,143
CUST0087,F10,191
CUST0055,F4,53
CUST0068,F2,34
CUST0005,F4,143
CUST0094,F2,27
CUST0074,F10,221
CUST0072,F3,178
CUST0100,F10,209
CUST0036,F2,189
CUST0088,F10,207
CUST0078,F9,340
CUST0041,F2,138
CUST0078,F1,333
CUST0048,F4,304
CUST0095,F3,141
CUST0001,F2,241
CUST0020,F10,135
CUST0017,F3,67
CUST0019,F9,71
CUST0081,F2,123
CUST0040,F4,130
CUST0095,F1,185
CUST0089,F4,44
CUST0049,F10,136
CUST0016,F1,181
CUST0089,F3,203
CUST0030,F4,28
CUST0046,F10,221
CUST0100,F1,43
CUST0037,F9,102
CUST0090,F9,258
CUST0029,F1,158
CUST0084,F3,118
CUST0017,F9,46
CUST0093,F1,191
CUST0079,F10,37
CUST0091,F2,146
CUST0084,F9,218
CUST0087,F4,66
CUST0068,F4,360
CUST0071,F3,44
CUST0076,F10,150
CUST0036,F2,49
CUST0031,F3,339
CUST0076,F3,163
CUST0081,F9,347
CUST0081,F2,194
CUST0009,F4,186
CUST0045,F9,92
CUST0017,F10,167
CUST0021,F9,387
CUST0021,F10,86
CUST0082,F2,43
CUST0088,F3,164
CUST0090,F9,113
CUST0079,F4,25
CUST0036,F9,35
CUST0065,F2,39
CUST0065,F2,62
CUST0083,F4,44
CUST0015,F3,106
CUST0076,F3,235
CUST0014,F4,358
CUST0081,F2,23
CUST0094,F2,0
CUST0045,F10,82
CUST0078,F3,74
CUST0017,F10,89
CUST0073,F9,329
CUST0044,F3,29
CUST0099,F10,134
CUST0041,F10,396
CUST0011,F3,269
CUST0034,F9,115
CUST0023,F4,164
CUST0054,F2,177
CUST0086,F2,100
CUST0033,F2,282
CUST0046,F9,5
CUST0042,F10,353
CUST0054,F1,304
CUST0003,F10,389
CUST0051,F10,187
CUST0017,F3,109
CUST0002,F4,279
CUST0100,F3,171
CUST0055,F3,399
CUST0079,F10,249
CUST0056,F4,359
CUST0048,F3,27
CUST0095,F9,190
CUST0089,F2,255
CUST0044,F3,51
CUST0040,F2,323
CUST0095,F1,69
CUST0032,F2,289
CUST0004,F3,306
CUST0052,F3,195
CUST0003,F2,44
CUST0003,F4,300
CUST0060,F2,264
CUST0052,F10,191
CUST0037,F10,71
CUST0075,F10,188
CUST0015,F10,150
CUST0022,F4,320
CUST0099,F1,375
CUST0035,F9,341
CUST0049,F1,98
CUST0055,F10,349
CUST0008,F10,285
CUST0032,F10,33
CUST0045,F10,158
CUST0024,F3,115
CUST0036,F4,83
CUST0078,F2,174
CUST0038,F2,360
CUST0028,F1,133
CUST0081,F4,220
CUST0064,F9,325
CUST0042,F10,25
CUST0087,F3,347
CUST0030,F9,310
CUST0061,F4,329
CUST0076,F1,29
CUST0092,F4,310
CUST0028,F10,308
CUST0024,F1,398
CUST0071,F9,13
CUST0003,F10,365
CUST0074,F2,251
CUST0088,F2,128
CUST0027,F10,199
CUST0055,F4,381
CUST0083,F1,270
CUST0045,F9,30
CUST0047,F3,393
CUST0092,F4,320
CUST0012,F4,400
CUST0026,F1,309
CUST0066,F1,84
CUST0008,F10,186
CUST0023,F9,186
CUST0025,F1,92
CUST0014,F10,17
CUST0030,F9,8
CUST0027,F2,351
CUST0050,F10,382
CUST0057,F2,221
CUST0065,F9,267
CUST0068,F3,45
CUST0099,F10,193
CUST0098,F3,379
CUST0027,F1,225
CUST0035,F4,400
CUST0076,F10,359
CUST0022,F3,213
CUST0052,F9,388
CUST0038,F4,23
CUST0022,F3,293
CUST0045,F9,349
CUST0013,F2,356
CUST0001,F3,345
CUST0028,F9,344
CUST0041,F9,311
CUST0082,F4,183
